row ID	TW.AE.002	TW.AF.001	TW.AG.002	TW.AI.001	TW.AK.001	TW.AM.001	TW.AN.001	TW.AO.001	TW.AP.002	TW.AQ.001	TW.AR.001	TW.AT.001	TW.AU.001	TW.AV.001	TW.AW.001	TW.AX.001	TW.AY.001	TW.AZ.002	TW.BA.002	TW.BD.002	TW.BE.002	TW.BG.001	TW.BI.001	TW.BJ.002	TW.BK.001	TW.BL.002	TW.BM.002	TW.BN.001	TW.BO.001	TW.BQ.001	TW.BS.002	TW.BT.001	TW.BU.002	TW.BV.001	TW.BZ.002	TW.CA.001	TW.CB.002	TW.CC.001	TW.CE.001	TW.CF.001	TW.CG.001	TW.CH.001	TW.CI.002	TW.CK.001	TW.CN.002	TW.CO.001	TW.CP.001	TW.CQ.001	TW.CS.002	TW.CT.001	TW.CU.002	TW.CV.001	TW.CW.001	TW.CY.001	TW.CZ.001	TW.DA.002	TW.DB.001	TW.DG.001	TW.DI.002	TW.DJ.001	TW.DK.002	TW.DM.002	TW.DP.002	TW.DQ.001	TW.DR.001	TW.DS.002	TW.DU.002	TW.DX.001	TW.DY.002	TW.DZ.001	TW.EE.001	TW.EH.002
6611	96.35504	412.92416	393.26343	50.579807	114.88916	44.52519	259.4602	0	0	0	20.131407	326.12845	188.99487	4102.5107	642.22235	59.00906	81.85015	0	247.82295	0	0	0	0	181.8626	0	0	48.98696	52.092075	87.49946	0	0	154.83148	251.50467	16.111786	31.998222	29.686817	17.011856	19.17844	43.026848	122.39943	30.744043	15.671806	3885.4404	0	123.31616	0	0	2655.3276	208.28302	0	0	0	31.341602	90.55792	52.367336	406.93137	29.557158	0	73.12371	0	1765.8154	0	0	0	408.0223	0	0	99.445595	0	0	170.35335	269.66873
5035	0	0	48.668602	9.142632	0	3.9442863	89.72232	0	0	0	130.80568	100.134285	40.245747	677.50415	7.2079067	5.6487126	122.032936	0	0	0	0	0	0	8.061102	7.7791977	0	35.173893	0	20.660011	0	0	0	0	0	0	0	0	0	40.098137	0	4.9589586	7.463502	28.003384	0	0	0	0	19.688871	460.37488	0	11.285692	0	0	0	7.5032606	0	23.882093	0	0	0	0	0	0	0	7.0820317	0	0	0	0	39.77214	78.82636	20.02397
4545	0	103.53983	32.245564	119.89165	131.79703	0	218.92018	0	0	17.932968	62.078247	36.741676	68.46516	500.66364	46.24658	65.78111	165.7718	17.582172	28.773232	14.772478	0	0	0	21.695599	32.258305	4.624469	55.385475	136.8654	1324.7662	33.280296	16.930952	21.427734	227.60571	29.138233	66.09035	115.5428	0	0	80.384926	112.71167	45.961357	135.81969	76.65038	0	27.121132	0	0	59.293175	69.10438	0	73.85923	0	30.682266	60.39611	77.54022	11.129901	62.514507	26.348034	63.26912	67.73502	58.111	0	0	0	21.491997	20.091227	29.15119	0	31.760754	93.108376	160.5641	171.15717
6830	0	48.12519	0	35.065712	0	0	54.49565	0	0	0	206.35384	215.27985	19.5108	4295.5854	0	0	137.8674	0	27.534275	0	0	0	0	0	0	0	9.559449	0	7.990815	0	0	0	0	0	67.32557	6.4939427	0	129.99622	0	92.464455	0	0	351.70435	0	0	0	0	0	53.411457	0	0	0	0	7.5415163	0	0	13.430956	0	0	0	69.4366	0	0	0	0	0	0	0	0	0	0	0
6216	87.04179	271.16428	324.03946	52.926712	42.30183	0	44.707317	0	0	8.255329	0	60.681076	98.48148	279.05722	160.24176	36.35064	35.221966	0	193.21375	0	0	0	0	124.55547	0	0	24.156113	63.40158	18.476759	14.134209	0	19.824898	131.61163	0	12.217966	29.366833	0	0	21.522823	128.06932	0	7.5637608	2089.809	0	40.477913	0	0	1057.0157	86.46464	0	0	0	26.77385	20.0924	18.538738	312.0739	18.178099	0	26.229645	0	191.35667	0	0	0	166.61626	0	0	62.842667	0	0	29.132093	49.787487
3958	0	5.559315	74.39187	109.79621	9.008518	6.386053	29.436218	0	0	0	87.778915	22.027658	6.39624	231.62556	0	36.14611	75.802864	0	26.839134	0	0	0	0	24.03518	0	0	8.546963	16.212387	70.35068	0	7.2464986	8.668093	50.511513	0	0	14.526405	0	0	46.662155	8.531035	37.5528	9.162346	64.73774	0	0	0	0	65.79792	140.60861	0	41.671745	0	24.044224	28.811163	38.547546	29.201563	7.1423874	0	14.306048	0	17.101059	0	0	0	26.815567	14.04726	0	0	15.586233	31.776825	58.32649	9.14855
3949	355.9621	0	157.85889	24.825157	17.646793	0	113.845726	0	0	11.702404	0	36.50222	9.776009	55.06967	183.27069	0	22.378483	49.38066	211.34949	0	0	21.277056	0	75.7373	7.3500276	0	9.36925	46.242558	164.59763	8.491744	288.98288	62.692474	1439.8824	16.857346	18.489792	29.78706	6.606805	0	0	53.319916	11.19558	0	2266.4768	0	42.34467	0	0	1081.0365	0	0	0	0	123.56126	51.4701	0	1581.4147	0	0	101.19467	0	47.947037	0	0	0	60.99781	5.1394167	23.689236	51.129974	0	66.92881	46.47924	91.64807
6556	128.05002	0	108.97375	8.883195	173.00343	92.45705	43.3866	0	71.74329	0	14.359882	1219.6643	456.28473	48.14077	0	94.73782	72.161156	0	284.2721	5.856598	0	125.547325	154.20143	212.3094	26.391113	0	208.30531	113.08915	48.692146	22.816708	46.89341	0	448.72284	0	6.6887665	0	18.09851	32.023113	0	0	0	101.00126	149.29788	0	0	0	0	226.1147	1453.8549	0	0	0	80.361534	12.054188	0	11.645579	6.3144417	30.90938	0	0	2599.4143	0	0	0	100.320404	0	0	350.4188	0	39.053352	474.40445	398.18423
4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7416	0	91.901855	0	0	0	0	0	0	0	0	0	79.20827	0	0	16.765823	0	29.254143	0	37.2041	27.795761	0	0	0	0	64.47394	0	0	129.92447	0	0	0	0	0	0	0	56.997917	0	0	38.708458	0	0	0	0	0	0	67.07231	0	0	0	0	0	0	16.883549	0	23.615978	0	0	0	22.588875	27.948116	0	0	0	0	13.9581585	0	0	0	0	0	22.689062	87.67543
4651	23.064062	0	38.081173	74.39558	0	0	24.616484	0	0	26.384148	0	24.275545	156.91554	62.305378	55.061295	32.82828	73.95358	0	15.029455	0	0	0	0	187.69365	43.866257	0	101.28255	0	129.32486	31.696293	0	0	0	49.297882	30.82209	9.320906	0	0	0	0	0	0	0	0	0	0	0	225.36838	0	0	0	0	60.742325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4505	439.24454	54.747116	428.457	2081.1592	20.632736	217.40529	76.78089	0	0	24.901136	87.70916	114.080635	102.52838	333.41913	441.33887	72.797874	97.605705	0	1181.3864	0	0	0	0	190.47096	21.493776	0	113.657524	186.95322	155.8598	9.860579	193.59369	21.703201	2279.9395	43.530563	149.33966	27.520733	0	0	5.7713785	0	19.342394	96.86667	3298.4497	25.17742	77.08467	0	0	1795.1565	0	0	33.342533	0	101.11903	165.41066	0	1315.2784	1890.845	0	238.2938	0	56.304676	0	0	0	75.678986	63.79151	26.132118	131.95767	86.78165	86.73596	77.22895	1390.3197
6987	0	20.819754	0	0	0	0	0	0	0	0	0	53.246754	108.413704	0	0	0	0	27.952217	0	0	0	0	19.409122	40.66436	0	0	42.392353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.196132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.38533	0	0	0	0	0	7.8658752	0
7776	0	1046.0261	0	39.295975	0	0	24.756165	67.83653	0	0	0	1156.6844	0	197.34177	144.52225	0	271.70752	20.778666	172.28317	179.61427	0	0	53.33304	88.17192	181.45518	100.63462	0	825.5714	37.213493	0	97.604454	37.416832	51.183678	17.380058	0	201.92343	0	0	251.25531	0	59.873096	0	0	0	35.005524	949.56866	0	24.101818	92.553955	62.147118	46.42643	0	170.53116	152.69614	217.29901	0	29.651056	7.3944407	177.61069	85.83482	1320.3203	0	46.47505	0	319.8071	0	4.735271	0	26.533768	0	349.44876	525.71405
4170	0	0	95.10868	0	45.14263	0	480.77914	0	13.851686	0	108.79093	0	0	0	177.08743	25.040173	158.30911	38.279602	0	0	0	10.488351	0	268.8905	0	0	0	70.68082	0	32.23278	0	326.1681	264.77145	79.45722	126.26521	0	0	0	43.42675	0	257.39755	78.93239	8.129131	0	34.817146	15.816217	5.6073794	0	0	0	0	0	270.9695	15.775986	36.54154	0	168.84464	0	0	13.8595295	0	0	0	0	97.47893	46.76438	36.666958	43.71198	0	0	927.67224	67.817406
4513	0	0	58.732533	0	9.00715	0	231.51898	0	0	0	15.178946	0	0	0	254.92838	18.418972	83.3369	25.997711	0	0	0	0	0	153.60822	0	0	0	30.151703	0	14.917702	0	20.177246	270.75784	34.41186	81.54153	0	0	0	0	0	0	36.23339	0	0	0	0	0	0	0	0	0	0	145.63326	19.697033	0	0	17.025194	0	0	0	0	0	0	0	71.311226	12.694459	0	8.923474	0	0	183.17151	15.566776
4409	0	0	318.1361	7.520767	104.29176	0	936.4164	0	16.986084	0	155.12247	0	0	0	803.19135	59.89134	303.63696	98.20602	0	0	0	24.822525	0	723.8897	0	0	0	195.43716	0	106.50578	0	104.462036	675.7504	211.49234	262.0728	0	0	0	36.063538	0	37.967056	183.749	58.798622	0	59.768612	19.136303	14.189072	0	13.930509	0	0	0	626.8145	72.62527	26.218252	5.616665	89.58374	7.1983457	0	12.262531	0	0	0	0	249.13417	71.32402	44.036922	76.1304	0	0	839.47284	92.10254
3975	232.33133	14.264931	158.80089	56.059895	40.85362	0	236.22757	0	0	53.35247	26.03402	88.24089	44.117058	148.81296	34.157383	12.743004	42.553757	66.319214	145.57632	0	0	0	0	119.76863	26.585316	0	46.895973	60.32025	0	24.989563	130.93367	0	1528.4653	35.31614	48.991096	76.37592	0	0	11.119551	118.20645	25.556324	0	4161.843	23.76344	0	0	0	143.1519	0	0	22.731428	0	107.0781	38.068027	5.8159456	356.42245	0	0	65.998184	0	8.047848	0	0	0	7.7234507	35.587288	0	0	31.885498	163.51137	119.590034	61.40419
4789	771.37177	106.821884	229.81895	91.29573	717.0647	22.118723	338.05936	0	0	62.48817	345.3564	649.3922	294.15125	464.15228	154.57161	132.58759	800.8538	23.006992	325.96848	6.8490376	0	0	176.4631	173.86655	364.2685	0	184.15558	162.74478	1436.0603	106.41884	77.19675	1042.1614	409.76114	168.74283	393.5297	126.55454	19.025581	58.827805	406.59943	204.7174	244.3674	393.81525	715.71045	124.80277	6.1478934	41.32524	50.755905	1064.8033	75.61791	0	476.036	27.541729	141.42366	38.032413	327.0224	100.25516	907.3282	33.955303	302.50116	20.47417	176.16983	13.5458145	23.883303	0	765.15436	117.88462	201.38165	151.60114	137.87907	220.22981	335.3086	687.5741
4412	817.5672	115.798904	231.6522	97.68474	124.93098	7.8325853	145.9567	0	0	69.93921	162.80438	82.61618	99.534836	971.6004	383.2173	143.89674	227.53484	14.43282	884.49054	0	0	549.66895	0	164.80698	32.971962	0	49.6079	73.816315	186.63055	0	77.21802	121.63613	6100.372	41.966988	60.516083	95.92027	8.601215	9.607605	19.808352	230.98798	29.086132	68.043	10162.034	86.00931	9.149416	0	0	657.2387	21.681284	0	10.292956	0	177.14482	19.274994	17.033323	3549.0244	254.48477	0	58.09532	7.5259852	53.434402	0	0	0	24.62442	158.03754	31.25633	132.61115	285.31787	46.30912	74.89281	8.849434
8320	52.889595	207.30904	676.2367	685.18933	0	32.920372	845.64386	518.5133	47.31434	1262.9028	16.725327	292.8672	1629.6259	8579.049	55.237637	189.93747	1778.9438	262.22906	1071.2413	140.72409	0	131.3632	61.901726	200.2162	805.9093	145.65535	145.37167	291.9237	3883.347	20.739605	266.6458	362.50522	148.83493	301.31104	1105.6959	188.92557	17.328197	103.20501	2623.719	1548.356	283.74524	0	16.077034	0	113.15361	3157.5615	21.941475	115.15601	584.5504	566.6468	351.05447	4.1342096	282.79947	17089.81	1971.2852	0	186.45921	309.7333	1219.7854	262.69504	8186.415	0	1786.168	51.95412	1514.9924	38.651306	363.205	523.7842	615.8863	46.80706	3999.106	1003.49475
4572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.0160017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.643558	0	0	0	0	0	0	0	0	0	0	0	0	0	30.948261	0	5.939237	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5688	0	0	0	0	0	0	0	83.86826	0	0	0	17.95084	0	22.358166	0	0	21.65625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	572.92676	0	0	0	0	0	0	5.2171926	0	40.013332	0	0	0	169.15117	0	0	0	887.8235	0	92.51177	0	0	14.655836	0	0	0	0	0	8.250665	0	10.939407	0	0	48.799644	0	0	0	0	0	140.97273	765.60016
8119	0	0	0	0	457.96	0	0	0	0	0	0	25.968723	0	442.07666	0	0	20.302013	0	0	0	0	0	0	0	0	0	0	0	24.10686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20.957735	0	0	0	0	0	0	4.0067677	22.37767	0	0	0	0	0	4.4910936	62.625717	0	0	0	25.166336	0	0	0	0	0	18.344986	0
3720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.351944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7690	0	0	0	0	0	0	0	0	0	0	0	106.54265	7.758502	1228.0558	0	21.881325	34.818775	0	0	0	0	0	0	0	0	0	0	0	20.612396	0	0	0	0	0	7.9764833	0	0	0	61.88746	0	9.050724	0	0	0	0	0	0	0	10.862144	0	0	0	0	658.16956	43.99589	0	0	0	79.9809	0	113.52211	0	17.627893	0	29.12732	0	0	0	0	0	178.03761	38.147377
4635	0	0	0	0	0	0	0	43.827587	0	0	0	0	0	0	0	0	9.57189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.8843	0	0	0	0	0	0	0	0	0	0	0	0	140.06429	0	0	0	651.51263	0	156.80432	6.647358	0	0	7.8071113	0	0	0	0	0	0	37.251442	0	0	7.561872	0	0	0	0	0	13.370685	1151.0897
1546	135.62233	0	0	0	0	0	0	0	0	0	0	29.041466	0	0	35.12935	0	9.32505	0	0	0	0	0	0	0	0	0	0	0	79.23914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.059217	0	0	0	0	0	0	0	0	230.41637	0	354.85965	0	13.577637	0	0	0	0	0	0	0	0	0	0	0
3962	18.55538	0	0	22.809498	0	0	204.76656	0	0	0	37.75033	127.231834	0	177.7864	0	0	146.23026	16.405514	24.212852	0	0	0	0	10.795877	0	0	0	18.288963	15.1273985	0	66.79727	0	1011.89307	22.140953	89.74012	8.079683	0	0	16.638968	20.924816	36.491974	23.815178	1515.4978	53.497692	0	6.089979	0	707.27234	0	0	101.88479	0	0	17.809523	0	26.38355	7.6369905	0	10.370865	0	38.968838	11.127285	0	0	10.54534	7.256731	46.765846	0	40.706562	35.84836	27.577726	0
4167	36.68908	0	0	28.320171	37.52842	0	115.515	0	0	0	0	88.335304	0	69.24553	8.033749	0	54.695076	0	32.924763	0	0	28.614304	0	0	0	0	0	0	0	15.865651	0	0	1650.1774	4.361217	0	0	0	16.325317	22.51756	17.169174	8.999552	0	2321.6587	65.85774	0	0	0	69.669044	0	0	115.30626	0	0	11.384678	21.207327	155.75826	36.25687	0	0	0	0	0	0	0	33.03345	11.667648	0	0	48.59617	32.510952	56.186672	0
5307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7202	8.89851	0	62.317825	10.0492115	33.02682	0	9.004538	0	0	0	0	105.490616	76.873024	88.417625	31.017483	39.80476	10.539255	0	11.420286	0	0	0	40.704727	61.65535	8.712004	0	91.18457	86.54841	25.540485	18.15202	0	0	10.536579	0	17.40549	154.04213	0	0	0	0	34.095123	0	0	0	0	0	0	82.27897	18.01493	0	0	0	70.94184	39.28337	0	0	0	0	23.173656	0	299.90875	0	0	0	153.9229	0	0	0	0	0	16.967651	61.99463
7334	0	0	0	0	0	0	0	0	0	0	0	0	57.928635	0	0	0	20.327848	0	0	0	0	0	0	0	109.26668	0	187.37828	0	0	0	0	0	0	0	107.05476	0	0	0	35.471992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.284672	0	0	0	0	0	158.83821	0	0	0	0	0	0	0	11.718305	0	0	0
7658	107.41645	69.154785	0	52.06816	36.77145	0	146.31052	0	62.10741	52.35386	36.585915	98.38141	507.30508	151.24165	57.939182	0	466.04993	27.932526	7.4445267	0	0	0	43.874783	57.14874	113.95178	0	1112.487	238.60406	122.13154	25.061636	32.06736	31.277565	53.35725	44.393986	730.7983	56.123787	0	7.285743	25.579273	28.372303	182.00786	0	7.5693645	0	0	178.08514	0	112.874435	0	90.68611	0	0	60.913837	19.630342	34.154377	0	93.27701	48.98704	54.385044	0	544.36597	0	77.68562	0	87.19288	0	0	37.554817	327.95032	0	89.36904	111.18906
2212	100.353546	0	0	47.477753	20.94296	0	150.90637	0	36.053917	39.057602	0	21.969225	9.61266	8.117556	187.55717	0	264.07767	0	0	33.507385	10.076675	0	0	16.942701	1071.2164	16.67459	23.750103	98.98536	20.492058	26.551888	0	0	0	10.378128	73.17105	81.60328	0	7.166899	0	287.43896	10.001712	15.0945	74.56036	0	220.5135	0	9.795755	46.96096	37.34766	6.32829	7.400313	127.379295	0	0	0	0	163.56523	42.962017	200.87729	148.07112	44.04108	0	0	6.294542	23.164494	0	0	85.60509	0	310.34576	0	35.113617
7514	0	8.280455	14.461807	42.211464	42.5116	0	26.542011	0	0	0	0	94.63937	49.64598	973.56323	27.405266	0	0	0	6.9581423	15.723909	0	0	68.71964	45.023857	0	0	47.960537	19.426989	0	0	8.156902	0	21.399643	14.298477	40.582672	93.29132	0	0	8.468584	0	34.517227	0	0	0	0	0	0	39.54879	16.916801	0	0	0	35.948517	41.45469	0	0	23.375715	0	25.920525	0	3247.5974	0	19.811565	0	1843.7168	0	0	0	0	0	14.528753	53.747593
2333	59.168293	0	44.923523	30.1165	8.815645	0	133.56723	0	19.587124	14.518499	9.703834	15.825344	0	0	96.21616	0	160.08476	0	0	17.872627	8.545843	0	0	0	507.99683	0	24.97997	60.81604	51.31411	9.660231	0	0	0	0	47.33654	38.714363	0	0	0	146.31906	0	10.572023	44.38998	20.147055	111.76781	0	0	29.144348	8.452721	0	0	66.52632	0	0	0	7.6673617	87.87924	39.389748	77.173805	51.431313	10.383717	0	0	0	0	0	8.173986	37.876026	9.222166	155.07428	19.186037	14.81283
5180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38.188652	0	0	0	0	0	0	0	0	0	0	0
7347	10.316355	0	34.748398	0	0	0	51.66947	0	0	0	0	48.674366	82.173676	60.35523	0	0	116.403534	0	0	0	0	0	0	8.167727	45.856236	0	60.131874	16.846071	9.821162	0	0	29.161486	0	0	158.24316	0	0	0	18.556	0	0	0	0	0	0	0	0	59.82718	71.168846	0	0	0	0	0	0	0	0	0	0	0	114.54183	0	0	0	39.178814	0	0	0	0	0	19.501743	26.76716
7656	142.85023	41.924744	5.4265976	88.91055	59.647167	0	218.28638	4.9758563	139.6042	144.9064	34.611145	236.69067	1280.5983	484.51865	87.94105	0	559.0292	44.587666	18.752815	13.181822	0	0	64.32133	68.51471	396.00372	0	2025.714	1014.41644	174.5877	49.073154	52.47439	48.363037	103.16647	37.61447	965.902	83.98828	0	7.313393	60.131786	32.49807	319.72272	0	14.823767	0	0	154.36926	0	424.4839	10.814866	249.5187	0	0	94.23905	41.80621	24.410984	0	79.01863	57.947407	69.57244	0	1842.478	0	135.50993	0	266.89417	0	0	24.28203	622.5071	0	87.01265	184.83185
7222	98.05882	17.042616	111.717636	8.39418	43.97824	0	88.93776	9.0167885	0	29.501358	0	187.25316	212.57994	217.47322	20.04205	53.275063	305.12833	0	8.648139	0	0	0	44.005356	62.71086	114.10849	0	90.32215	160.91553	52.216858	28.978579	0	43.24742	10.345806	0	369.5256	50.642033	0	0	29.729172	0	90.323906	29.634228	0	0	0	7.994977	0	50.4672	95.10189	33.65461	0	0	26.625305	22.414581	28.017454	0	7.548417	0	16.50979	47.559086	298.024	0	0	0	214.05577	0	0	0	74.13705	0	62.342327	72.47039
