FeatureID	13L.N1	13N.N1	14L.N1	14L.N13	14R.N1	15L.N1	15L.N13	16R.N1	16R.N13	17N.N1	17N.N13	17R.N1	18L.N1	18L.N13	18R.N13	19R.N1	20N.N1	20N.N13
1008	1929983.842	2267455.068	2373038.054	1986235.398	2502825.631	2052408.144	2347235.251	2745394.333	1886197.006	2034839.391	1542536.11	2077828.292	2480630.686	1869864.458	1471645.731	1668995.866	1622897.228	2476420.411
1009	267290.2466	186500.4321	29882.08146	95296.6092	16086.0861	109880.7844	102428.8563	58603.66288	96690.73547	12903.90828	25255.2862	53837.83031	31424.15211	35905.87566	626.5525278	104530.9096	113163.6007	134761.2491
1010	8080.6564	27101.84384	13252.30559	3387.044321	21175.11669	11336.35634	6787.905127	57085.5021	16097.90289	4683.903738	1989.788051	10854.25061	8091.584687	5858.043804	1485.660253	14396.40136	1282.34098	3031.652294
1011	7069.178353	2259.644972	1516.062669	0	743.7457114	5643.153118	0	1005.103217	2205.272593	645.0737869	1320.660236	928.6623314	742.6839512	649.0787194	383.5090585	2428.383055	800.596602	807.525467
1012	104052.2984	172033.1828	283636.5024	160853.675	247417.5916	193223.3802	68283.90789	346384.8615	124365.5911	84504.16301	85268.59534	169453.9159	194017.0169	88322.23352	84707.50174	219829.8477	111665.6471	81907.22133
1013	73654.59561	103558.8292	6371.202473	8495.930561	3000.327821	61326.89753	18695.28725	11147.76857	8849.942532	9170.318455	10839.75847	11085.71664	9008.4264	5714.820603	15428.14525	22135.5036	17399.37908	17513.59325
1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	27277.69482	5066.206657	2021.897486	5944.012462	1379.650565	7158.094329	15896.96038	1519.247074	8087.62711	952.8131319	2156.174099	2833.918478	1683.408538	809.3769488	2725.113119	2025.888567	2417.739162	2266.133455
1016	121110.6027	299085.856	455537.8315	278858.0058	454879.6696	387057.2784	296788.4251	526702.0183	406783.9697	190291.7006	169877.337	368890.7142	321158.6235	172512.4518	186802.9864	407359.6302	229881.857	146228.9204
1017	37291.61625	83309.37607	7708.239568	57119.48852	26867.37779	23502.81465	33253.89261	32572.37847	41531.97557	16469.8746	21408.21902	23726.95092	8400.539427	16706.18108	42045.19027	25252.17512	6073.494537	18901.18685
1018	133234.8926	271536.2593	43808.23201	95727.44164	48145.34974	38744.64202	59506.53864	57504.7132	71819.94014	26627.27994	61757.93021	48047.53999	84859.89174	40969.05236	82576.79951	150411.9869	30542.23442	56953.16397
1019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1020	2744909.394	1498568.134	331202.6802	657085.6578	266859.6721	754576.3416	400834.5476	1470250.627	1404688.711	1491860.172	2501861.791	2544057.938	701160.9934	479862.9849	537731.895	1056398.5	177972.2213	692080.0151
1021	52455.58118	57558.7541	53650.34917	117920.4548	126382.6005	115080.2518	38199.63404	70752.46451	118273.1117	54916.86344	128204.5165	109085.0344	133759.6332	55535.99509	137077.9703	39771.27838	60981.71753	42496.67109
1022	205218.5541	135040.7942	14622.25905	103634.1847	14719.47072	106114.9143	2309.989366	15681.78446	18477.93573	20085.97796	30681.98885	40810.96811	9280.449052	6600.685746	45050.72592	104328.4011	150244.4215	5661.884954
1023	7841.013215	8573.177065	1399.522193	2394.785474	1130.751939	1806.627684	6213.042148	752.8093937	5950.255885	3327.336779	1126.270951	2536.082089	4224.708698	623.7155708	485.9418967	2504.739406	5877.11764	2320.264204
1024	213802.4673	163443.9542	34721.10847	112712.8265	22235.4136	58634.0291	112006.8325	55040.47814	105094.754	23868.33332	162312.511	106281.9287	65276.63725	88308.07945	23091.13295	72397.94302	71841.6158	65418.76667
1025	132144.2675	170972.0655	287178.0477	109259.3866	118702.818	136301.8951	174750.0424	212300.1789	157515.6849	138641.7939	128110.537	111556.1723	196685.1067	171678.6407	99575.79057	88131.74541	134187.8394	213543.6765
1026	9626.310598	20094.60278	4972.239163	11905.2473	1685.286704	5573.784808	49942.52926	2763.791338	5805.796976	3192.401242	3723.483027	4851.010331	15242.52372	3420.775514	14034.01011	5490.094789	8566.646319	11787.72691
1027	13136.89709	3985.522467	0	3812.767908	742.4037679	2241.850606	3979.950052	907.9453018	1739.582379	0	6716.249776	1673.900737	3154.15932	2387.984417	442.6996307	2448.848149	11281.85588	1566.509115
1028	0	0	57040.13911	0	611.4737355	0	0	541.5197407	7626.491759	438.7619025	492.8138981	848.20758	0	467.3346969	328.4920677	0	0	0
1029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1030	59118.01491	40534.74235	3367.74	6473.546465	5506.249883	3237.104221	5738.071806	8949.130368	2972.641838	2149.677853	3326.536435	1626.832155	3724.687545	5310.957135	12332.56713	3101.714092	5408.417972	3262.858125
1031	30917.77486	32319.6536	8596.995251	9878.240485	5709.072728	63903.9382	30851.50917	26369.11763	10071.73547	7233.910159	8570.58721	6813.656685	9274.45246	2320.379625	5211.97754	16465.20267	6843.942554	8848.144386
1032	2494501.552	1872494.882	377578.1917	1605923.912	244807.0088	989020.7005	649527.3797	385162.1929	547168.5291	130990.7985	268474.1274	931462.1718	463323.0221	354882.0931	307733.6766	6911441.212	671066.6812	499844.7808
1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1034	7202008.313	2560747.935	133187.6967	662862.8263	629900.3948	2652441.902	1145102.408	4852352.057	851143.0227	1165695.395	630981.1731	572507.7985	286309.1103	200590.0649	217840.4831	1810810.418	734087.6362	1031714.702
1035	6438249.922	4947541.353	113018.5007	273272.0611	76035.39914	2704003.086	310382.3315	174044.0144	228600.6782	426200.6618	98465.55047	993583.8152	111084.7695	99348.90137	229143.3734	1368520.879	449078.0773	209109.5182
1036	0	0	0	1390.550751	0	0	0	0	0	0	0	878.0864449	422.8030097	0	0	0	0	0
1037	0	1304.409044	0	3506.289428	0	0	1990.649115	2385.235783	4015.007444	3543.093412	3616.512155	1398.200909	933.216048	1561.614725	1705.895358	1741.496287	3053.063033	2718.738456
1038	0	0	0	1103.432696	0	0	0	0	0	2643.823779	839.5837679	0	0	0	0	0	0	0
1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1040	1111.460958	0	0	0	0	0	0	0	0	1145.343081	0	669.3769428	0	0	0	0	0	0
1041	99148.00097	38444.67478	16883.65067	13391.09453	6185.452439	40753.40974	27496.74954	27229.86001	36836.92269	54472.76691	18692.85649	82497.41364	10383.23176	11822.24492	13710.93383	55491.44769	23700.82577	8571.341554
1042	6655758.267	2885510.698	1695711.934	559513.1386	1071855.754	1729304.548	657849.6989	2739809.973	1153277.737	465292.7576	672815.0072	689368.9294	1001163.177	319024.1019	405120.6003	2380923.351	1375980.664	1812167.622
1043	0	0	0	525.2975931	569.6711809	0	0	0	0	531.9370735	0	1537.279234	0	0	0	0	0	548.0782595
1044	9655.485541	7455.241442	814.8781013	8154.151706	0	0	5331.846726	1252.378923	7029.40169	1297.372628	577.127974	3202.257759	1635.043695	1626.40417	0	1289.535635	5209.428287	11933.12859
1045	4458.634586	2752.787265	643.324102	3801.367891	0	0	10458.51382	0	1311.695438	530.999357	533.6945652	742.5277737	703.4646664	699.5860521	730.1932321	749.8441904	495.8485359	5196.119108
1046	1275027.615	1580687.37	718924.0367	897457.613	479494.1824	661445.4776	377799.1568	823415.86	454537.4647	417812.0997	488701.18	504233.3704	499501.8015	379936.9272	162261.4078	458649.2547	271557.4711	652179.1716
1047	159377.4485	78144.83259	27487.41037	44936.7878	10123.26149	143637.2187	133922.5674	29562.89068	93103.727	108008.1413	88453.388	200039.783	20452.63091	43161.30183	18759.68073	22654.92643	36084.37142	54240.54023
1048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1049	121161.647	195645.6585	304667.4998	75373.07809	275531.976	209963.486	196913.205	375482.0029	134811.4395	60451.23457	99771.3593	112669.6934	148423.8275	62102.09713	49608.2937	219283.6466	126526.0467	64284.38209
1050	103141.1172	154762.5592	137051.1035	141623.2699	234112.1395	204476.8189	148837.4377	302915.8453	246169.1633	103386.6182	96304.80525	119743.6118	184001.0343	94352.81654	95395.73388	237684.2943	75440.48024	77796.20184
1051	9227.090366	3078.281937	570.9023611	1166.527078	687.4634607	5886.312814	17994.93721	2176.05395	4961.37599	1002.630657	648.8779137	1439.47316	2264.011891	467.8007736	789.1557261	2910.870976	2027.87466	780.1761844
1052	19221.36024	112153.7892	11943.8745	20279.94881	9307.330446	34833.93077	19992.85533	40675.28986	18695.1837	13203.02402	20559.1202	36354.352	27853.68642	11553.03933	27777.8843	44785.85764	10208.22645	35107.52453
1053	2603.508882	1830.001472	1599.073634	37412.9291	6567.32196	1764.529668	2096.315559	1615.883828	2997.41175	2340.339866	14347.36073	5843.460998	2388.927793	3084.816583	4442.757705	7401.141286	5229.114326	5069.53236
1054	30903.14413	0	0	0	0	0	0	2580.306067	0	0	0	0	2875.835096	0	0	0	0	0
1055	3078180.837	5068017.774	3683394.082	7727626.815	2388365.679	5312550.422	4051758.882	2830712.337	4178712.883	3459044.179	3267905.26	8625365.357	4954189.873	5506729.134	4923756.428	6997150.344	8398745.046	9057874.69
1056	43650.87928	50562.84666	76764.79761	70885.31837	61455.37588	56161.00615	33162.78123	69270.89834	121622.6124	57726.51651	116264.1106	33479.43065	42410.83846	35926.50885	3432.742905	104352.9844	91240.46355	51208.58475
1057	0	0	895.7046447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1058	17001.05291	3254.981942	1857.391035	1004.035053	746.7609722	0	1233.448741	1170.81488	493.8881188	536.5050723	0	2357.030965	847.903084	601.1628296	0	1193.223305	664.7652043	579.8933853
1059	1550642.298	1649496.727	38630.86636	491422.5891	133129.8803	288525.844	624319.5233	93553.01531	128132.4239	231050.4418	99958.33307	46383.31202	84348.90858	19978.61025	844765.0469	29456.15438	272365.9605	305811.2443
1060	0	0	749.4678755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1057.404213
1061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1062	923984.4255	1212731.107	598155.5694	1084224.593	385997.0262	876175.9124	238169.1429	439745.4882	360846.5802	317214.6502	396232.5958	837426.3693	517053.34	294935.4134	491154.8186	543303.4882	1196446.523	1233265.935
1063	11802.67445	13645.06946	7327.846103	46334.45806	7196.282218	17302.20256	6153.322067	3873.01776	20900.19637	6971.153792	43994.79987	17903.61196	7845.547808	7558.90528	17536.59246	14968.49944	18604.92951	15123.5404
1064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1065	33342.00372	22671.17205	38086.16213	65734.85271	24020.7021	14541.00607	7140.190855	22450.76706	72838.43223	32035.20314	116644.0027	77925.82079	41990.94622	45117.4553	13618.68141	37342.43299	63665.28274	79177.44793
1066	0	0	1988.085232	9367.965573	641.1071173	4215.02566	2835.228049	0	2803.776141	1375.630021	0	2685.043722	1279.98448	502.0933793	1722.365437	1995.052307	898.5692748	0
1067	2990.157101	2052.411063	980.3127194	1297.523962	16958.72123	63441.82406	2254.042403	906.1439514	1115.419982	7550.893111	2149.99001	34274.30895	7033.34792	6773.803276	5360.457382	11381.05997	6278.139535	4224.881222
1068	6686.026197	3958.163776	2317.483094	6811.957022	1087.027264	2160.317499	7847.210356	1885.886459	5716.140638	4035.276888	2185.555527	3124.2735	7243.660591	1166.078105	3320.350302	2058.016688	4850.674779	3084.084166
1069	0	2594.843731	0	0	0	1480.412451	988.5685806	0	642.865475	603.0377047	0	684.4564315	0	0	0	815.9854619	434.2341172	0
1070	8728.196281	4577.488408	2705.655418	0	1068.476045	4322.28268	0	0	1350.271542	3148.36233	1273.404194	2665.782606	0	0	0	5464.449343	1682.68056	869.394693
1071	4495.512657	3703.128786	3157.005262	9567.031837	1704.16973	7917.617722	16620.6358	5702.227857	4953.465789	2587.892841	7252.6124	7723.310934	6128.800671	4446.127002	5366.484568	8351.630673	11968.87772	5135.021066
1072	8817.155286	1703.109335	0	1739.662485	0	6081.907486	1923.923313	0	1747.528527	0	0	721.5418453	755.7703669	713.9984115	0	8117.951466	0	1434.721866
1073	938108.6084	393010.3615	72261.00956	48583.0031	32055.32751	553070.0462	553715.2518	137332.8648	57197.87709	101787.5009	120905.7659	141160.8671	138565.3684	26637.21832	24332.47387	204896.9896	248065.8601	82602.20222
1074	28835.89202	50081.01364	12962.65655	14760.21696	0	59191.0923	43577.99419	21665.85802	27650.15579	18395.08458	49558.64677	23653.27779	19161.26172	13082.19517	18067.5177	12431.44797	28640.60688	34587.4807
1075	548.2678014	707.1806688	975.6221485	811.1280698	637.5460401	633.4891373	739.0457841	2148.69296	740.3410671	1011.178801	1598.946328	645.1271956	567.1094329	834.9919425	648.4988503	812.6291271	624.7014557	733.7492387
1076	3275.736545	5601.321144	2467.584497	4666.822986	2886.931794	5432.17161	6252.260722	2977.380199	7249.279474	3454.726342	1599.461637	2528.957229	4404.316663	2557.780525	2969.407396	2165.500975	2749.546761	6554.690957
1077	2348.011975	1667.487292	1285.901586	1972.6882	670.8835802	1075.331389	2044.220644	2576.330867	3150.415464	1228.460941	1010.862213	1527.33715	760.3317014	1050.722202	1151.799481	1490.487211	1071.314498	1657.029783
1078	0	0	0	0	0	2045.353845	0	0	0	0	0	0	0	0	0	0	0	0
1079	0	0	0	536.6050303	0	0	0	0	0	0	0	2261.175212	1443.060549	0	0	0	0	0
1080	4143.31569	5004.301853	2371.546912	4609.93955	0	1908.94406	6531.419783	1416.018751	3618.973379	769.3096211	4205.239072	4497.238316	958.6236759	2409.303563	1803.45295	3968.566554	2898.922622	6850.678031
1081	13409.1965	16518.55425	574.4601738	1724.593089	0	1046.317158	4023.327912	1435.536336	4393.173372	723.9798882	1732.207431	1370.603468	1137.128833	1845.457644	788.083423	1295.754934	1896.520574	3537.260657
1082	3999.174141	5154.981143	662.0128821	5228.179235	634.1387249	1123.540079	1043.789663	1184.709306	3702.199386	1191.339209	6354.04188	2898.708469	2184.776074	767.6349437	1673.328984	1911.675105	2385.473177	1368.693248
1083	2492.286206	4495.353032	0	0	1148.307544	747.0111385	1707.395801	718.06829	0	560.385968	0	0	792.7627025	506.1304733	0	1037.55902	581.5720173	1134.734852
1084	0	0	1523.839322	8092.87418	965.1083115	0	1201.422198	0	0	4037.481937	2181.529933	4664.039234	9609.444281	11483.1659	18293.24474	2451.708905	1508.001432	2814.412633
1085	12823.27715	8016.902867	5191.947257	50857.34491	3716.191347	11358.21307	6737.322421	2974.257244	31208.46347	5630.542387	18944.17285	6315.6084	20180.68827	8095.326928	4791.378232	11332.74596	7440.840189	14436.18862
1086	31680.52429	42962.3575	7751.816969	21648.95877	7892.92754	14623.39944	20415.33307	15488.55257	46327.23108	13902.87703	35423.05423	19293.41574	12508.42092	10837.64171	9111.657015	14291.84441	42660.08223	22037.09655
1087	0	0	1458.861319	0	1681.528444	0	0	2895.951164	0	607.0788667	0	0	3703.454782	688.0190803	1630.078137	3752.668886	2064.918741	0
1088	78672.88019	21276.73018	259813.8036	115428.6888	117022.3754	18014.65882	5422.302824	127755.018	93499.88579	74993.30123	88531.49218	51264.83476	41526.94739	60036.55425	25896.57345	83134.72586	196499.6851	65256.32544
1089	0	0	0	0	1778.208483	0	0	0	0	0	0	0	0	0	0	0	0	0
1090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1091	74242.34978	69529.86779	20308.01369	76903.19226	8694.698808	15681.24773	48322.18007	8323.577409	51225.62317	10441.86776	48751.92989	11443.05494	30202.54525	8469.622371	39545.93749	7941.198359	33233.7514	65025.36589
1092	0	0	1180.739897	0	0	0	1180.837071	0	878.4075598	0	767.8204921	0	983.8804999	436.491742	982.8164807	1938.707869	0	2587.687521
1093	79486.52515	69976.47404	83767.37303	85042.79097	98440.2056	54923.83796	51414.55987	92528.8251	129142.586	99089.69087	158645.1571	104279.9206	100531.979	43824.12179	25340.32549	187919.8351	101956.259	71281.34267
1094	41162.38459	27489.70403	207482.4446	54970.27332	120361.3428	47038.43268	4718.89108	216970.3103	14731.64016	45532.72088	8519.293076	13513.27213	12860.88039	9046.773702	1670.972044	7842.410666	3974.900283	8587.033577
1095	16453.3663	10851.47083	64889.15498	40470.89745	31665.81931	19199.49854	1558.915429	49402.14836	16058.19156	9665.506056	5097.746852	8296.77189	9159.359525	5615.286846	2737.655603	6063.82517	8056.015566	4133.168877
1096	5504.385455	3943.540517	2343.286259	0	2293.667454	4436.815403	870.8437522	2748.210791	603.1947456	496.4193958	0	1464.753565	1255.143492	0	1806.923153	3070.436431	656.0835243	865.9863427
1097	124797.2827	158365.8498	100848.8138	93617.00492	63879.75722	134716.7637	89082.83971	104553.4031	95209.20585	67769.35691	67580.54605	96850.00688	27104.74236	9979.912532	41759.66768	79466.9581	58689.23612	73856.38465
1098	1097.234173	1474.979791	607.5083667	1216.602232	683.296425	946.2158477	1513.90148	711.5623327	1841.079019	570.2061552	1537.523155	1273.30968	1447.814899	1085.765685	722.113675	923.1862076	952.0181948	1451.056988
1099	4916.438227	9561.712463	1846.020627	6653.401857	1102.596897	4237.808302	2276.454481	2354.900629	7260.757875	960.6464882	4477.572783	3900.849088	1463.918751	1094.886014	3234.166662	5453.630294	4499.244445	2860.829033
1100	6564.998434	7894.721894	6287.216111	4708.923112	1189.715929	2108.705476	4903.37076	2736.273947	2877.87544	3994.547142	3357.49144	1982.309791	2684.400611	1765.683758	2132.089598	17786.25276	6255.330297	10817.57106
1101	14415.68318	0	4178.517529	0	2437.061732	0	14009.33786	0	0	4312.329312	0	51143.28503	73321.97863	10214.65285	8269.210536	52789.0116	9350.331521	0
1102	147070.8747	108218.4523	474251.0421	183398.9138	120463.8906	121956.4241	85657.56299	192865.354	156855.6255	72494.32151	96850.36542	50600.61451	127195.2376	116389.491	185666.2816	130806.4751	137950.6784	142439.1976
1103	7844.241105	3038.405095	1850.483713	5861.903857	1374.936646	1584.590663	5934.750951	2289.357089	5658.435938	1996.715304	3819.956415	2118.548591	2653.708825	1005.113303	1620.707401	5491.285455	4331.710657	5137.524802
1104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1105	10470.21864	2277.601687	0	0	0	2677.174607	0	739.8737202	0	0	0	0	1168.295724	0	1322.116811	0	0	445.2187881
1106	6223.180924	3232.715181	8844.311616	4462.041038	1897.300919	2420.632672	2530.042757	2350.350187	2873.923696	2105.82727	1390.200695	1173.735368	1249.700096	948.5211823	1150.767654	1648.741461	2530.745784	2406.372101
1107	15538.12786	4425.929947	526.3863083	550.4579379	0	2295.398221	1850.039173	5595.386574	2494.255175	495.0446883	565.0105691	487.5828581	845.8964037	604.5189248	0	1919.690127	603.5630956	743.1344198
1108	0	5623.434984	0	2074.555336	0	0	0	0	0	0	1037.749893	1551.085946	7299.466926	1853.531061	2887.038737	0	0	1825.230846
1109	12176.21999	9751.938399	4555.912788	16493.59513	3920.920841	3938.286563	4772.430702	3496.288277	12094.31373	2075.20229	2368.665628	6698.057061	5669.364377	2135.999237	3992.272754	2870.966175	3959.723964	10253.82149
1110	56795.86971	22838.03491	21137.28635	2399.024035	4007.568354	8415.927576	3357.811316	6863.572088	1586.775066	677.7087572	641.5942591	4970.092997	7739.673666	4668.516388	8995.227877	15784.62268	4350.468123	1068.023088
1111	0	0	0	0	0	0	0	0	1496.43646	0	0	0	0	784.950414	0	0	0	0
1112	6770.753399	0	6055.656426	0	1243.011792	4717.113719	897.648751	7966.035127	0	0	0	0	1296.73729	0	807.7873282	11613.25573	1250.38202	4044.005004
1113	8706.174223	15557.55955	1666.632533	7431.982595	2454.648683	6278.45316	3757.256727	2566.219184	3197.26536	683.5005551	1784.905697	3521.316906	2329.038165	1974.881934	1002.647563	1455.058337	3321.562887	9446.712623
1114	0	4714.463596	0	0	584.43388	0	1480.766976	1052.579222	0	497.0564637	0	848.3333315	0	1063.142922	562.3136632	3054.379829	683.9313862	1183.758547
1115	78511.02077	230092.8388	395869.7539	272239.0637	347615.762	251399.9467	21592.28539	261275.8531	301626.3381	70207.8961	15638.59315	47276.19602	87859.06591	70967.86627	5831.391556	98117.12712	83040.96758	69938.80857
1116	454314.3196	479188.7241	212019.364	279996.3742	187434.5522	329658.0429	297455.5632	265458.1381	113528.6259	226662.9781	230092.6223	261963.7766	280362.6672	119830.7032	204024.7577	401986.5511	123324.3103	226337.0247
1117	10032.81903	8897.166522	6001.15514	12820.24007	4093.589769	5956.992987	8471.452192	4644.800081	3732.844595	3548.023442	7063.666193	4119.980934	9821.732915	3472.471186	2311.036046	15125.85251	8456.135395	21650.12412
1118	43598.14322	186337.484	15573.61148	167789.2392	24412.61902	99082.96416	19505.35722	41931.70563	174089.6483	12080.94636	97368.98369	55242.07562	107703.8046	43487.00251	67845.51063	143845.9653	53924.22086	195551.7696
1119	11094.44042	5811.02356	2424.311072	9846.343509	843.7822359	18286.53166	5307.958776	3215.107319	8823.887011	1598.270404	10870.97578	3021.951006	2954.506082	3759.184042	1320.792879	3660.418755	6175.988464	9360.103134
1120	0	6263.746018	736.5007467	0	0	0	0	0	0	0	0	0	0	0	633.7642456	0	0	0
1121	7006.816331	11736.8242	3800.2245	7792.19208	1066.128441	8768.582673	9840.135785	1671.349488	19200.254	1926.481664	10559.71585	5658.46384	1653.591949	2165.005671	1779.289951	8912.931409	18681.77291	5170.023245
1122	120484.4288	100998.5168	23734.60137	5023.299057	25191.0871	0	700.7622546	36641.35511	2669.696319	43627.61516	29726.55367	14320.5621	19151.2154	39169.65641	47066.2596	13737.27085	0	77588.34794
1123	117459.1773	88850.52106	243626.543	270195.0085	294253.8389	158402.2384	123284.1109	248149.2942	199945.4221	203273.9748	244151.0864	181808.008	140112.4649	126055.6054	26746.80647	221105.2272	102205.5613	133918.7449
1124	146283.7593	128916.1006	28454.75286	78966.92762	8100.201522	99975.70636	20384.5865	30212.56722	26002.58012	9746.976763	4665.195246	14067.73614	18934.41692	6096.342646	28235.9416	43997.99288	12860.19437	19065.17651
1125	0	0	0	0	0	0	3641.582968	0	0	0	0	0	700.1602002	0	0	0	0	0
1126	71998.00454	41246.21209	40784.84455	12528.4232	27356.86281	45668.53654	3910.904994	85975.35838	10173.83928	39095.41838	22330.9718	41669.30005	12022.29598	2700.995168	5428.229783	103012.3271	6223.085669	7425.445799
1127	20782.91341	10371.03913	830.9275155	19753.58728	721.303479	0	1014.995839	711.6416794	620.0724013	0	0	0	0	0	0	0	0	657.8440611
1128	59810.76347	115957.6445	25794.35224	42703.20361	4957.880327	35193.53768	8638.716626	37151.51369	26861.9837	2148.423402	10545.25142	10117.48203	18629.32308	1504.722861	29655.3772	15154.69047	12697.41975	12374.11676
1129	3776.249495	5993.32464	683.1128246	2899.402987	638.9474622	1822.891831	1759.906373	639.4499384	916.8235581	641.6894544	9913.121645	672.6054018	6166.461123	2891.318514	750.6947833	1047.714025	4389.12776	575.6643023
1130	245655.5745	379009.7733	536555.9605	378809.1593	547730.9042	164021.3611	66072.33957	556658.6714	416364.0508	180653.9055	71985.59803	42704.25229	152593.9245	130982.4643	6849.068449	159306.7391	100231.22	416262.8439
1131	40951.1129	63121.72917	9547.723287	31956.23215	33224.65613	25288.90657	4911.466	58740.02393	56761.89798	4846.267485	9103.031874	9016.881922	27010.30634	7205.034767	6257.228588	14846.50836	15623.45932	29764.46983
1132	81684.99882	63492.51834	24950.77773	100179.3208	8313.300976	11427.05041	60142.66673	7732.539615	27346.85034	13818.88668	15253.39778	45268.66786	15262.02668	8457.430954	8355.937844	7366.240383	18875.98732	50312.5444
1133	0	0	0	0	0	3755.587296	0	0	0	0	0	0	673.8088811	0	0	1515.581864	0	0
1134	0	0	0	4338.687567	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1135	139566.6255	190520.9757	60845.94473	236928.4773	61500.11226	107387.8383	60682.7635	93125.41344	93833.23333	60848.05999	54702.61848	71569.38454	120017.1269	61638.05179	58956.83205	105456.1891	95872.95312	104796.8946
1136	3135.255687	2514.164123	1325.43855	13200.94477	667.6843192	4662.263078	4007.835148	1854.111727	2874.580171	1749.465518	6043.932708	3121.994504	1740.474342	625.2963569	3423.846247	2004.936619	3621.976536	5638.311022
1137	22530.95731	2413.228432	1178.753742	926.8165896	932.6892572	11981.02817	9050.044126	1063.834957	1271.050629	1423.654742	621.0370869	1010.861403	2254.070051	1196.184539	660.5552439	1659.671375	1622.642388	2298.923036
1138	100256.9061	119438.4145	45848.01103	191801.1902	15484.89069	17368.58065	7960.837429	172379.693	106950.118	4372.98646	12379.58943	9531.731739	15411.09952	17006.42303	6761.287745	20193.80874	1523.161156	23963.74689
1139	5012.283241	8349.427775	1661.32744	6245.199149	1305.170131	3385.390448	1348.195888	4594.706789	3738.952999	1004.330733	2141.151036	3456.448717	3352.228402	694.7599405	637.3428522	4024.252647	2368.990946	1506.72805
1140	0	0	0	762.8420757	0	5222.464842	0	0	0	0	2810.357185	0	0	0	0	0	793.251161	439.2677658
1141	2362.07054	0	0	0	1817.875313	0	0	2364.972103	0	701.0633543	0	1034.518017	0	0	2182.673031	1110.506885	0	0
1142	7504.108338	6315.101223	5331.744129	2476.247027	646.1392829	12652.23968	1782.9655	14789.34336	811.8448426	1682.721625	615.4500067	5704.785342	1549.485286	577.7614856	17340.3965	25399.77859	6492.696269	1103.687661
1143	72135.74245	54828.62509	149757.084	94812.76593	179461.0357	54818.66002	49717.92254	66614.12993	113082.1829	117374.6758	145981.785	112090.4165	163256.8594	73652.98491	22436.32467	138490.772	57744.94468	18063.79867
1144	0	0	0	0	0	1490.083964	0	0	0	0	0	0	0	0	3184.640109	1302.458986	0	0
1145	0	4860.575555	52039.72308	0	168422.3057	30721.38922	0	174458.2526	0	44482.12296	25716.82694	54143.37492	46552.60413	27473.12197	0	110440.9927	0	0
1146	865.5428922	0	0	9122.489846	0	1092.728324	936.8280638	0	1265.924368	2596.32574	8030.591609	19482.97783	9396.014282	2079.202868	3405.823639	9297.013832	6034.498269	1188.705918
1147	12611.15417	26051.33893	2535.357053	10980.42415	2859.137272	11922.36036	3570.611402	749.5732296	8722.963271	2650.721319	2920.727809	3218.609529	6190.173087	2448.181572	3663.342424	1063.464027	1782.448153	5071.117434
1148	0	0	0	0	0	0	0	646.7323279	0	0	0	0	0	0	0	1256.156665	0	0
1149	105478.1178	310380.7552	562617.7294	600242.2775	236307.3279	212623.8476	12149.90187	99589.1305	164637.5072	21547.07101	5042.705792	15229.58479	141625.0904	39018.48735	3309.728681	51023.20601	8592.031513	175295.374
1150	73239.30969	102734.7534	114107.2442	63665.24826	93077.35795	85574.42341	54454.15674	123167.2231	60035.59193	29450.44431	33661.5189	28023.75969	24117.007	34362.68793	42541.45854	36951.18561	28954.03765	22853.13448
1151	10525.98049	18049.27787	2148.497691	18169.8195	2816.261647	6714.414733	2889.655769	13624.25835	10111.06978	4017.13243	12572.33883	2259.621309	4308.254848	10884.14065	4116.264939	11142.78184	9206.343308	22670.18735
1152	19616.18443	64392.33507	4213.254742	14294.08593	4418.405675	4643.364658	12946.77842	11252.77765	20428.55275	8686.684326	7274.470761	9081.889383	4825.796127	3166.578552	30870.08108	3986.427111	20938.57465	19355.27325
1153	33130.00458	10882.60613	3264.326743	20174.36231	4673.649597	4130.733746	1944.936636	5546.934507	8844.099557	6653.145628	10656.00139	3899.861912	7377.229829	1504.102576	3769.494985	31478.60774	5411.734835	5215.811749
1154	0	0	937.9196995	946.5727803	0	0	851.7037133	724.3400147	0	962.3992164	1423.845189	1125.857939	0	712.5905471	0	0	0	4449.046502
1155	6626.025937	3899.689233	31139.89808	1403.063714	50244.50281	13041.09931	1216.12201	31359.8026	3040.933607	717.5410981	492.3476718	1054.116715	4885.96107	966.4647408	1109.20703	5449.330993	1183.745088	0
