FeatureID	ratio	min	max	Name	cat
2266	-9.48058343829999	-15.6766	-3.07041	2266 m/z 520.4472681 unknown	Non_NASH
2400	-4.2346880103	-6.94515	-0.977513	2400 m/z 228.0633671 unknown	Non_NASH
4053	-3.344936084745	-6.30127	-0.147922	4053 m/z 378.3578509 unknown	Non_NASH
3520	-2.3700608521	-5.10589	-0.0114921	3520 m/z 346.2775843 unknown	Non_NASH
3190	-1.740654392322	-3.77208	-0.0598373	3190 m/z 534.2953035 unknown	Non_NASH
1674	-1.4228567855	-2.0394	-0.692432	1674 m/z 687.2696538 unknown	Non_NASH
839	-1.1830298271	-2.22135	-0.162488	839 m/z 340.282646 unknown	Non_NASH
2558	-1.1609735023615	-1.97931	-0.374096	2558 Candidate Trihydroxylated bile acid (delta mass 166.9896; sirius atomic difference: 3C, 5H, 1N, 5O, 1S; buddy atomic difference: 4C, 1H, 5N, 1O, 1S) bile acids	Non_NASH
4293	-1.0962302522	-1.97505	-0.349395	4293 m/z 832.5681353 unknown	Non_NASH
995	-1.07105604082	-2.23681	-0.00627934	995 m/z 321.1665281 unknown	Non_NASH
4021	-1.07020032125	-1.91888	-0.394762	4021 Candidate Tetrahydroxylated bile acid (delta mass -72.044; sirius atomic difference: -8H, -4O; buddy atomic difference: -8H, -4O) unknown	Non_NASH
2343	-1.056459088665	-1.94489	-0.227824	2343 Spectral Match to Urobilin from NIST14 unknown	Non_NASH
1142	-1.00846239218	-1.94913	-0.00178733	1142 m/z 497.239799 unknown	Non_NASH
1429	-1.000410347955	-1.69322	-0.355695	1429 m/z 425.2688008 unknown	Non_NASH
2405	-0.960264787885001	-1.8154	-0.109677	2405 m/z 385.1765639 unknown	Non_NASH
1435	-0.953409064254999	-2.04844	-0.00382021	1435 Suspect related to Spectral Match to Cholic acid from NIST14  bile acids	Non_NASH
4209	-0.928643037054999	-1.7698	-0.136122	4209 Candidate Tetrahydroxylated bile acid (delta mass 106.0206; sirius atomic difference: 2C, 6H, 2N, 1O, 1S; buddy atomic difference: 11C, -2H, 4N, -5O) unknown	Non_NASH
3979	-0.905742299979999	-1.61295	-0.0827872	3979 m/z 319.1653898 bilirubins	Non_NASH
2883	-0.89834694495	-1.66474	-0.228732	2883 m/z 1238.551711 unknown	Non_NASH
